# name	tags	source	author	license
mount-fuji-brown				
mount-fuji-cappuccino				
fuji/mount-fuji-peach				
neutral/a_foggy_forest_with_trees	neutral,grey,fog,nature	https://raw.githubusercontent.com/dharmx/walls/refs/heads/main/apeiros/a_foggy_forest_with_trees.png		
abstract/a_woman_with_long_hair_wearing_sunglasses	white,abstract,geometric,girl,minimal	https://raw.githubusercontent.com/dharmx/walls/refs/heads/main/abstract/a_woman_with_long_hair_wearing_sunglasses.png		
art/[27;9;9~art-paint-splash	paint,abstract,art,neon,colorfull	https://raw.githubusercontent.com/dharmx/walls/refs/heads/main/abstract/a_colorful_background_with_different_shapes_and_patterns.png		
neon/a_street_with_buildings_and_signs	neon,tokyio,night,city	https://raw.githubusercontent.com/dharmx/walls/refs/heads/main/outrun/a_street_with_buildings_and_signs.png		
